642,111,0
559,158,0
778,118,0
957,162,0
586,199,0
449,163,0
459,160,0
444,151,0
549,137,0
967,196,0
561,126,0
542,162,0
765,164,0
533,106,0
448,197,0
922,164,0
859,118,0
426,102,0
957,170,0
547,154,0
595,196,0
856,193,0
588,113,0
864,185,0
713,170,0
466,193,0
697,175,0
712,151,0
799,197,0
457,170,0
664,183,0
552,139,0
799,123,0
407,122,0
723,160,0
605,177,0
650,166,0
759,177,0
865,164,0
945,143,0
961,131,0
495,107,0
758,158,0
922,174,0
870,146,0
748,109,0
592,163,0
945,186,0
777,118,0
558,194,0
541,112,0
772,144,0
787,180,0
934,128,0
604,125,0
470,141,0
649,100,0
537,195,0
539,117,0
525,150,0
583,102,0
896,147,0
406,146,0
770,121,0
623,166,0
722,152,0
596,136,0
989,132,0
674,178,0
892,148,0
645,185,0
868,118,0
711,153,0
727,186,0
944,157,0
730,154,0
524,125,0
491,129,0
579,100,0
484,141,0
793,159,0
879,129,0
483,157,0
803,100,0
635,190,0
755,152,0
436,132,0
936,152,0
817,185,0
140,591,1
99,569,1
177,486,1
62,449,1
25,552,1
85,563,1
189,595,1
174,537,1
176,583,1
141,543,1
73,599,1
49,532,1
154,580,1
33,476,1
88,520,1
176,453,1
129,522,1
40,550,1
128,599,1
172,589,1
148,451,1
130,542,1
116,476,1
183,470,1
179,403,1
48,405,1
84,415,1
83,411,1
27,526,1
145,481,1
170,478,1
127,579,1
144,590,1
152,493,1
140,532,1
74,545,1
96,567,1
179,505,1
48,434,1
13,546,1
185,409,1
106,555,1
94,465,1
157,530,1
66,522,1
107,597,1
49,597,1
51,472,1
121,429,1
97,466,1
8,484,1
125,434,1
65,526,1
169,518,1
22,529,1
131,467,1
34,417,1
40,551,1
108,472,1
173,413,1
122,502,1
48,442,1
93,540,1
129,468,1
128,578,1
95,458,1
18,404,1
34,461,1
133,409,1
180,446,1
58,562,1
23,511,1
5,434,1
79,594,1
131,556,1
35,414,1
138,498,1
38,530,1
197,549,1
79,429,1
19,584,1
99,534,1
158,459,1
104,561,1
198,429,1
47,553,1
192,555,1
32,590,1
151,406,1
6,408,1
12,510,1
129,414,1
146,400,1
57,501,1
138,450,1
43,571,1
2,439,1
29,569,1
111,577,1
30,420,1
874,327,1
742,220,1
888,264,1
935,277,1
848,340,1
636,350,1
912,374,1
927,357,1
934,205,1
732,365,1
606,396,1
702,206,1
756,272,1
661,323,1
925,309,1
724,369,1
604,280,1
673,215,1
742,200,1
635,234,1
997,250,1
734,351,1
695,260,1
623,360,1
632,346,1
842,320,1
925,359,1
812,395,1
880,366,1
698,364,1
640,306,1
727,236,1
948,299,1
929,243,1
624,227,1
608,376,1
873,238,1
933,221,1
911,363,1
848,201,1
958,233,1
806,390,1
798,214,1
814,238,1
602,251,1
676,367,1
894,387,1
860,210,1
931,303,1
675,374,1
693,315,1
968,278,1
923,351,1
955,233,1
911,226,1
824,201,1
882,352,1
794,239,1
769,233,1
772,324,1
634,308,1
741,256,1
609,247,1
832,344,1
978,268,1
917,360,1
832,394,1
672,342,1
614,356,1
752,371,1
799,304,1
864,386,1
823,245,1
607,272,1
612,309,1
707,238,1
734,396,1
849,208,1
787,360,1
614,319,1
739,215,1
846,382,1
863,338,1
634,353,1
775,210,1
860,247,1
624,342,1
696,229,1
848,215,1
647,252,1
739,276,1
839,300,1
910,379,1
734,285,1
947,362,1
614,207,1
821,370,1
776,312,1
930,396,1
952,395,1
524,483,1
743,437,1
892,423,1
635,415,1
802,461,1
958,447,1
413,442,1
773,466,1
921,463,1
875,519,1
401,564,1
460,560,1
483,553,1
511,482,1
455,545,1
662,456,1
960,563,1
445,586,1
498,432,1
532,500,1
792,414,1
757,585,1
668,512,1
733,599,1
619,486,1
597,582,1
905,444,1
981,543,1
914,414,1
414,542,1
660,587,1
771,439,1
402,557,1
844,520,1
426,548,1
910,493,1
791,571,1
496,412,1
440,418,1
658,523,1
836,446,1
519,554,1
907,597,1
714,598,1
965,484,1
593,538,1
702,558,1
631,456,1
668,593,1
953,403,1
595,455,1
944,490,1
464,542,1
895,416,1
864,586,1
744,538,1
878,481,1
898,539,1
416,471,1
724,423,1
453,447,1
456,460,1
519,506,1
632,432,1
437,563,1
528,490,1
874,562,1
964,468,1
813,533,1
984,515,1
779,437,1
517,583,1
699,513,1
677,416,1
631,528,1
848,483,1
480,479,1
988,448,1
747,468,1
512,502,1
982,596,1
978,458,1
553,445,1
953,434,1
689,425,1
983,448,1
961,543,1
700,417,1
544,489,1
806,495,1
909,538,1
712,416,1
614,425,1
676,595,1
413,479,1
538,567,1
578,426,1
962,431,1
824,579,1
474,406,1
